"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"221","2440-4-0115",1980,217.82875,8,5.82846325617408
"222","2440-4-0115",1981,207.35125,8,7.22106529042436
"223","2440-4-0115",1982,200.375,4,6.85140618170217
"224","2440-4-0116",1961,279.33,1,NA
"225","2440-4-0116",1962,251.26,1,NA
"226","2440-4-0116",1965,272.975,2,0.417193000900045
"227","2440-4-0116",1968,261.93,1,NA
"228","2440-4-0116",1969,260.09,9,1.30265114286212
"229","2440-4-0116",1970,261.34,1,NA
"230","2440-4-0116",1972,249.895,8,1.91146166958318
"231","2440-4-0116",1973,245.975833333333,12,1.90773763363516
"232","2440-4-0116",1974,244.338,5,3.19983124555031
"233","2440-4-0116",1981,227.92,1,NA
"234","2440-4-0117",1965,273.24,2,0.494974746830575
"235","2440-4-0117",1968,261.41,1,NA
"236","2440-4-0117",1969,258.8425,8,1.16742390391347
"237","2440-4-0117",1970,258.08,2,3.77595021153617
"238","2440-4-0117",1972,247.41,8,2.43047908269719
"239","2440-4-0117",1973,242.878333333333,12,2.50979837413045
"240","2440-4-0117",1974,240.242222222222,9,1.69829898558659
"241","2440-4-0117",1975,237.591111111111,9,1.7040425790194
"242","2440-4-0117",1976,234.102222222222,9,2.02731212309414
"243","2440-4-0117",1977,231.916666666667,9,1.6130638549047
"244","2440-4-0117",1978,229.368571428571,7,2.8998357917385
"245","2440-4-0117",1979,226.34,1,NA
"246","2440-4-0117",1980,224.938888888889,9,1.80274405036076
"247","2440-4-0117",1981,222.687142857143,7,1.35099610517221
"248","2440-4-0117",1982,219.6675,4,1.00718667584515
"249","2440-4-0117",1985,219.8,2,0.0565685424949326
"250","2440-4-0117",1986,220.655454545455,11,0.945773372815749
"251","2440-4-0117",1987,222.636666666667,9,0.434165866921848
"252","2440-4-0117",1988,223.582222222222,9,0.506600872921122
"253","2440-4-0117",1989,225.29,5,0.359096087419508
"254","2440-4-0117",1990,224.58125,8,0.773054008462544
"255","2440-4-0117",1991,224.52,12,0.190930734703835
"256","2440-4-0117",1992,224.42,2,0.0141421356237382
"257","2440-4-0117",1995,221.195,2,0.162634559672899
"258","2440-4-0117",1996,220.7,2,0.834386001800111
"259","2440-4-0117",1997,215.58,1,NA
"260","2440-4-0117",1998,215.9,2,0.424264068711924
"261","2440-4-0117",1999,216.063333333333,3,1.85990143107997
"262","2440-4-0117",2000,213.65,1,NA
"263","2440-4-0117",2001,215.06,2,0.650538238691635
"264","2440-4-0119",1961,279.19,1,NA
"265","2440-4-0119",1962,249.09,1,NA
"266","2440-4-0119",1965,272.675,2,0.275771644662744
"267","2440-4-0119",1968,262.98,1,NA
"268","2440-4-0119",1969,260.45625,8,1.02211178449326
"269","2440-4-0119",1970,261.64,1,NA
"270","2440-4-0119",1972,251.872222222222,9,1.55830659513603
"271","2440-4-0119",1973,248.836153846154,13,3.58494430096559
"272","2440-4-0119",1974,247.174,5,0.669088932803399
"273","2440-4-0119",1976,246.44,2,6.5760930650349
"274","2440-4-0120",1961,274.78,1,NA
"275","2440-4-0120",1962,262.13,1,NA
"276","2440-4-0120",1965,271.83,2,0.212132034355972
"277","2440-4-0120",1968,266.98,2,1.4142135623731
"278","2440-4-0120",1969,266.28625,8,0.407954391708538
"279","2440-4-0120",1970,265.9,1,NA
"280","2440-4-0120",1972,262.008,10,0.57984289059863
"281","2440-4-0120",1973,260.4825,12,0.387700094965645
"282","2440-4-0120",1974,258.908181818182,11,1.46905968688694
"283","2440-4-0120",1975,258.471818181818,11,0.368179797974249
"284","2440-4-0120",1976,256.86,8,0.375613783407524
"285","2440-4-0120",1977,256.308333333333,6,0.904730162350455
"286","2440-4-0121",1961,276.22,1,NA
"287","2440-4-0121",1962,261,1,NA
"288","2440-4-0121",1965,270.87,2,0.212132034355932
"289","2440-4-0121",1968,266.79,1,NA
"290","2440-4-0121",1969,265.08875,8,0.643859734059259
"291","2440-4-0121",1970,264.92,1,NA
"292","2440-4-0121",1972,261.122,10,0.818695439233808
"293","2440-4-0121",1973,259.208333333333,12,0.536297633329806
"294","2440-4-0121",1974,258.207272727273,11,0.256362669243819
"295","2440-4-0121",1975,256.726666666667,12,0.94670081031043
"296","2440-4-0121",1976,260.048571428571,7,21.0581309938081
"297","2440-4-0121",1977,249.467777777778,9,1.13254997436954
"298","2440-4-0121",1978,248.135,6,0.562698853739728
"299","2440-4-0121",1979,246.94,1,NA
"300","2440-4-0121",1980,248.573333333333,6,2.74817515210852
"301","2440-4-0122",1962,275.3,1,NA
